Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Age at first marriage, female",SP.DYN.SMAM.FE,West Bank and Gaza,PSE,..,..,..,..,..,..,..,21.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.6,20.7,..,..,21.7,..,..,..,22.4,..,..,22.2,..,..,23.2,..,..,..,22.5,..,..,22.1,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,..,..,18.3,..,..,..,..,..,20.8,..,20.8,..,..,20.7,..,..,..,..,..,22.2,..,..,22.6,..,..,..,..,..,..,22.8,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.3999999999999,..,..,..,..,..,..,..,..,..,21.2,..,20,..,..,..,20.3,..,..,22,20.9,..,20.5,..,..,..,..,21.1,..,..,21.8,..,..,..,21.8,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.3,..,..,..,..,21.5,20.7,..,..,..,21.3,..,21,..,..,21.5,..,21,..,..,21.4,..,..,..,20.8,..,..,20.9,..,20.6,21,..,20.3,20.2,..,21.1,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, female",SP.DYN.SMAM.FE,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,26,..,..,..,..,..,25.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.7,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,..,..,..,..,..,..,..,..,..,..,28.5,27.3,26.9,..,..,..,..,..,..,28.8,..,29.2,..,..,..,..,..,..,30.8,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.3,..,..,..,..,..,..,..,..,..,27.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33,..,..,..,33.4,..,32.9,..,..,..,32.4,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Angola,AGO,..,..,..,..,..,..,..,..,..,..,24.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.1,..,..,..,..,..,..,..,..,..,..,..,..,25.5,..,25.8,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.2,..,..,..,..,..,..,..,..,..,29.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,26.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.8,..,..,..,..,..,..,..,..,..,26.9,..,..,..,..,..,..,..,..,26.6,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.1,27.2,..,..,..,27,..,..,..,..,27.8,28.3,..,..,..,28.5,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.4,..,..,..,..,..,..,..,..,..,28.8,..,..,..,..,..,..,..,..,29.9,..,..,..,..,..,..,..,..,..,31.2,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,24.4,..,..,..,..,24.4,..,..,..,..,25.7,..,..,..,..,27.1,..,27.9,28.1,28.4,..,28.6,28.9,29.2,..,29.9,30.2,..,30.7,..,31,..,..,..,..,31.6,..,..,..,..,31.4,..,..,..,..,31.2,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Austria,AUT,..,..,..,..,..,..,..,..,..,..,26.4,26,26.1,26.2,26.3,26.4,26.5,26.7,26.9,27.1,27.3,26.9,27.6,..,..,..,..,..,..,..,..,28.9,..,..,..,..,..,..,..,..,..,29.5,..,..,..,..,..,..,..,..,..,29.8,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.8,..,..,..,..,..,..,..,..,..,..,27.3,..,..,..,..,..,26.7,..,..,28.2,..,..,28.2,28.2,28.2,28.1,28.1,28.1,28.1,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,26,..,..,..,..,..,..,..,..,..,27.3,..,..,..,..,..,..,..,..,..,29.1,..,..,..,..,..,..,..,..,..,29.9,..,..,..,..,..,..,..,..,..,30.6,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.8,..,28.4,..,..,..,29.6,..,..,..,..,..,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,..,24,..,..,..,..,23.9,..,..,..,..,..,..,..,..,..,24.9,..,..,..,..,..,..,..,..,..,25.3,..,..,25.6,..,..,25.6,..,..,..,25.2,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,31.7,..,..,..,..,..,..,..,..,..,32.7,..,..,..,..,..,..,..,..,..,34.2999999999999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.5,..,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.6,..,..,..,..,..,..,..,..,..,24.5,..,..,..,..,..,..,..,..,..,25.4,..,..,..,..,..,..,..,..,..,26.9,..,..,24.8,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,24.2,..,..,..,..,..,..,..,..,..,..,24.8,..,..,..,..,..,..,..,..,..,27.5,..,..,..,..,..,..,..,31.2,30.7,30.9,..,..,32,..,32.2,32.6,..,33,..,28.6,..,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,26,..,..,..,..,..,..,..,..,..,26.2,..,..,..,..,..,..,..,..,..,..,28.4,..,..,..,..,..,..,..,..,23.7,..,..,..,..,..,..,..,..,..,30.1,..,..,..,..,..,22.5,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.2,26.3,..,..,..,25.3,..,..,..,..,..,26.2,..,25.8,..,..,..,25.7,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.9,..,..,..,..,..,..,..,..,..,..,30.5,..,..,..,..,..,..,..,..,31.3,..,..,..,..,..,..,..,..,..,31.5,..,..,..,..,..,32.5,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.4,..,..,..,..,..,..,..,..,..,..,..,26.4,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.1,..,..,..,..,..,25.4,..,24.5,25.8,..,24.5,..,..,..,..,25.3,..,..,..,26.6,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,..,29.4,..,..,..,..,..,..,..,..,..,..
"Age at first marriage, male",SP.DYN.SMAM.MA,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,29.5,..,..,..,..,..,..,..,..,..,30.8,..,..,..,..,..,..,..,..,..,30.9,..,..,..,..,..,..,36.9,..,..,30.9,..,..,..,..,..,..,..,..,..,29.8,..,..,..,..,..,..,..,..,..,..,..
