Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Equatorial Guinea,GNQ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,0.78004,..,..,0.80832,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.93782,0.96104,..,..,..,..,..,0.82578,0.96859,0.95191,0.98549,..,0.9671,..,..,0.96422,0.9732,0.98721,0.9967,0.99481,..,..,0.99409,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23795,..,..,..,..,..,24570,20374,22752,25175,..,..,..,..,59450,63547,67334,68909,70017,..,..,83611,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40970,..,..,..,..,..,..,..,..,..,32670,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Elderly illiterate population, 65+ years, % female",UIS.LPP.AG65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.18367,..,..,..,..,..,..,..,..,..,83.37686,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Illiterate population, 25-64 years, both sexes (number)",UIS.ILLPOP.AG25T64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53999,..,..,..,..,..,..,..,..,..,18696,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.63855,..,4.62058,5.26281,..,4.04716,3.5239,..,3.14897,..,2.127,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.87287,31.17114,28.96777,43.16348,49.578,53.60294,56.42147,59.68321,59.49905,..,64.53011,72.52666,73.54281,81.58758,90.90686,96.74239,100.75392,100.63411,94.27803,88.67391,83.55643,76.91639,78.62071,79.69206,94.32261,73.43309,70.39866,..,63.19859,63.07898,..,..,..,..,..
Eritrea,ERI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.90419,0.94113,0.95803,0.86059,0.81595,0.80843,0.81008,0.82042,0.82892,..,0.8335,0.82514,0.82763,0.80529,0.81099,0.80488,0.81283,0.81806,0.84398,0.83676,0.84431,0.85265,0.84012,0.84254,1.04512,0.85368,0.86172,..,0.85945,0.85746,..,..,..,..,..
Eritrea,ERI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,229106,..,231606,233515,231358,229638,..,199867,171852,160101,126612,95191,72678,53201,46765,66304,80594,99124,117798,114587,113594,144901,162329,186394,..,238210,241988,..,..,..,..,..
Eritrea,ERI,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,676819,..,..,..,..,..,658202,..,..,..,..,..,..,..,..,..,470454,..,..,..,..,..
Eritrea,ERI,"Elderly illiterate population, 65+ years, % female",UIS.LPP.AG65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.53442,..,..,..,..,..,60.6412,..,..,..,..,..,..,..,..,..,64.99285,..,..,..,..,..
Eritrea,ERI,"Illiterate population, 25-64 years, both sexes (number)",UIS.ILLPOP.AG25T64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,430824,..,..,..,..,..,429908,..,..,..,..,..,..,..,..,..,318435,..,..,..,..,..
Estonia,EST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.70691,5.50267,5.90541,6.06233,6.34614,6.24435,6.64656,5.33243,5.22461,5.43131,5.27117,4.87735,4.81316,..,4.62064,5.47738,5.92652,5.47338,4.96992,4.68269,4.81267,5.36708,5.10685,5.17054,4.97338,..,..,..,..,..,..
Estonia,EST,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101.88773,101.79584,101.44216,101.00901,102.40188,103.44806,111.70566,113.39865,111.77241,92.09677,90.89423,90.51714,88.58701,89.37838,90.41174,94.34809,96.40082,98.68825,100.57664,102.44025,102.94253,101.46101,99.91012,98.4815,97.58176,96.46679,98.11578,100.6629,102.10451,102.24125,101.57171,100.82386,99.2785,97.7037,97.14974,97.1917,97.25396,97.7984,..,..,..,..,..
Estonia,EST,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9811,0.98859,0.98705,0.97677,0.98381,0.97674,0.99654,0.98261,0.97484,0.97051,0.97165,0.97437,0.97719,0.97679,0.97198,0.97669,0.9838,0.98302,0.98473,0.99018,0.98467,0.98281,0.97585,0.97689,0.97426,0.9757,0.9845,0.98198,0.98208,0.98516,0.99728,0.99748,0.99434,0.99398,1.00007,1.00148,1.00048,1.0026,..,..,..,..,..
Estonia,EST,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17158,12362,..,999,1036,1221,1232,1218,552,1177,1220,1177,68,322,606,404,18,34,947,1598,2012,2244,2142,1946,..,..,..,..,..
Estonia,EST,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3337,..,..,..,..,..,..,..,..,..,..,2683,..,..,..,..,..,..,..,..,..,..,1277,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Elderly illiterate population, 65+ years, % female",UIS.LPP.AG65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.76137,..,..,..,..,..,..,..,..,..,..,81.58021,..,..,..,..,..,..,..,..,..,..,76.66366,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"Illiterate population, 25-64 years, both sexes (number)",UIS.ILLPOP.AG25T64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,779,..,..,..,..,..,..,..,..,..,..,1289,..,..,..,..,..,..,..,..,..,..,970,..,..,..,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.71435,3.9443,5.79652,6.36428,5.2972,6.58383,6.75364,..,..,..,..,5.8022,5.51156,5.66129,5.48457,..,..,..,5.14029,5.65314,4.93816,..,..,5.09095,5.50848,4.83824,4.44087,5.81677,5.40161,6.48462,6.55476,..,6.61812,6.47135,6.11837,6.86433,..,..,7.07032,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..,77.93502,78.28511,80.81907,83.99535,86.168,86.92147,87.04568,87.64581,87.75664,88.33454,89.84564,91.77806,92.03473,91.34902,91.42247,91.28555,90.45579,90.61533,90.19989,89.71034,91.42235,91.51639,92.86652,94.0837,96.67228,100.79564,100.86588,102.2118,102.43824,103.91703,103.36628,102.42723,99.53431,100.32365,104.97987,107.54134,112.53667,114.78299,..,114.04317,118.84358,116.92562,117.38054,115.72332,114.84558,113.52822,111.79143,110.34846,110.05198,..,..,..,..,..
Eswatini,SWZ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..,0.92893,0.93103,0.92769,0.93586,0.94971,0.95842,0.96446,0.97352,0.98553,0.99275,0.99546,0.98854,0.98922,0.98294,0.98789,0.98722,0.99312,0.99392,0.99456,1.00208,0.99536,0.9876,0.9833,0.97624,0.98029,0.97778,0.96998,0.97003,0.95888,0.95823,0.94499,0.95243,0.92949,0.94453,0.93085,0.92712,0.91671,0.91248,..,0.905,0.90746,0.88533,0.90337,0.9029,0.90716,0.90907,0.91816,0.92021,0.92264,..,..,..,..,..
Eswatini,SWZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,35882,37177,36561,34971,35206,34080,34396,34705,36236,37264,36991,35883,38601,42284,43909,43538,46268,46860,49186,51914,50112,50933,49413,50588,46978,41251,42342,..,..,..,..,..,..,..,..,..,..,..,..,34556,23434,13336,22581,30229,29136,31776,31985,35890,33794,..,..,..,..,..
Eswatini,SWZ,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117003,..,..,..,..,..,..,..,..,..,117340,..,..,..,..,..,..,..,..,..,..,..,..,..,105197,..,..,..,..,..,..,..,..,..,107612,..,..,..,..,..,..,..,81429,..,..,..,..,..
Eswatini,SWZ,"Elderly illiterate population, 65+ years, % female",UIS.LPP.AG65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.62291,..,..,..,..,..,..,..,..,..,58.5508,..,..,..,..,..,..,..,..,..,..,..,..,..,64.99094,..,..,..,..,..,..,..,..,..,69.40424,..,..,..,..,..,..,..,69.28473,..,..,..,..,..
Eswatini,SWZ,"Illiterate population, 25-64 years, both sexes (number)",UIS.ILLPOP.AG25T64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78139,..,..,..,..,..,..,..,..,..,79248,..,..,..,..,..,..,..,..,..,..,..,..,..,65986,..,..,..,..,..,..,..,..,..,65785,..,..,..,..,..,..,..,50427,..,..,..,..,..
Ethiopia,ETH,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.11235,2.30206,2.11203,2.33757,2.13795,..,..,..,..,..,..,2.35421,..,..,2.77462,2.75794,..,..,3.98311,3.70029,3.63245,..,..,..,5.49096,5.45113,5.4082,4.42207,4.49659,5.48576,5.56678,4.49855,4.60202,4.73792,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,9.44398,10.07933,10.35595,11.3311,12.34512,13.71969,14.80828,14.49942,16.98543,23.4614,27.7044,30.40209,31.81063,30.89727,29.59908,29.26704,31.11454,31.25526,30.61606,27.93082,25.19856,21.27554,17.84467,19.69381,21.84746,25.57613,29.20266,37.16002,37.68291,43.27433,49.57102,53.2157,55.02469,59.56774,71.91227,77.48825,83.80402,89.93562,89.86032,88.01612,90.36852,90.71758,..,94.96896,96.0853,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,0.45841,0.46613,0.46722,0.47028,0.47358,0.47739,0.48,0.49246,0.48102,0.53147,0.5534,0.57495,0.60418,0.62156,0.65386,0.65728,0.63681,0.62025,0.64322,0.65671,0.66555,0.72762,0.69941,0.62986,0.59918,0.57506,0.56531,0.58963,0.61367,0.656,0.69416,0.71718,0.73384,0.78253,0.83556,0.87204,0.88934,0.90427,0.92723,0.92439,0.92113,0.92815,..,0.91799,0.90851,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4821411,4941038,5202369,..,..,..,..,7228304,7270373,7103331,..,6728261,6643489,6382724,6085635,6014090,6143478,6045715,4919386,4513859,3955683,3286605,3441635,3811908,3293817,3113007,..,2194044,2306559,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21458405,..,..,..,..,..,..,..,..,..,25313971,28684098,..,26593854,..,..,..,..,..,..,..,..,..,30147373,..,..,..,..,..,..
Ethiopia,ETH,"Elderly illiterate population, 65+ years, % female",UIS.LPP.AG65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.22657,..,..,..,..,..,..,..,..,..,..,55.78438,..,55.25013,..,..,..,..,..,..,..,..,..,58.4011,..,..,..,..,..,..
Ethiopia,ETH,"Illiterate population, 25-64 years, both sexes (number)",UIS.ILLPOP.AG25T64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13404780,..,..,..,..,..,..,..,..,..,..,18052681,..,17448571,..,..,..,..,..,..,..,..,..,20728379,..,..,..,..,..,..
Euro area,EMU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,3.72258007526398,..,..,4.22762012481689,4.72187495231628,4.35156488418579,..,4.33249998092651,4.79335021972656,..,5.09887480735779,5.06212520599365,4.84348487854004,4.81997489929199,..,4.82645988464355,4.60276985168457,4.56600522994995,..,4.54366993904114,4.79719495773315,..,4.84046983718872,4.69718480110168,4.70149517059327,4.79600501060485,..,4.5986499786377,4.80128002166748,4.89363503456116,5.33506011962891,5.40916013717651,5.10851001739502,5.07847023010254,5.07075977325439,4.90802001953125,4.81708002090454,5.18502497673034,5.5754702091217,5.54139995574952,5.31856513023376,5.46131992340088,5.37679004669189,5.28161978721619,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..,106.97619,107.00254,106.98634,106.31882,105.70649,105.64698,106.43287,105.0357,104.95924,104.62716,104.65301,104.4251,104.12664,103.469,103.07188,103.19441,103.54697,104.31872,104.20029,104.21738,103.43031,102.76728,101.69563,101.85494,101.97762,101.85993,102.54019,102.47916,103.78077,103.4491,103.53156,103.13266,102.22039,102.00264,101.96377,102.87319,103.24975,103.59265,103.49697,103.17432,102.85994,102.75836,102.49703,102.95793,102.23052,102.28719,102.10309,102.41336,102.39953,102.4511,..,..,..,..
Euro area,EMU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..,0.99926,0.99957,1.00133,1.01425,0.99804,0.99888,1.01442,0.99653,0.99703,0.99403,0.99697,0.99715,0.99753,0.99738,0.9969,0.99341,0.99216,0.99475,0.98982,0.99226,0.99478,0.9958,0.99505,0.99563,0.9925,0.9865,0.98626,0.98909,0.9878,0.98825,0.99021,0.99055,0.98717,0.98792,0.98904,0.98772,0.98702,0.9883,0.9878,0.98976,0.99058,0.99228,0.9947,0.99694,0.99722,0.99795,0.99962,0.99558,0.99601,0.99693,..,..,..,..
Euro area,EMU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,1074405,1085208,1075990,1094009,969420,915958,846340,833358,746489,687701,659627,674748,723066,838859,857140,831772,665686,596845,560615,533334,557954,581334,659284,627079,640094,538931,394122,356652,114410,188235,195011,215855,362367,364236,356258,201856,187127,152594,183506,200577,196064,160579,181012,202579,264100,216592,184999,211827,242502,241279,..,..,..,..
Euro area,EMU,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Elderly illiterate population, 65+ years, % female",UIS.LPP.AG65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Euro area,EMU,"Illiterate population, 25-64 years, both sexes (number)",UIS.ILLPOP.AG25T64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.62546515464783,4.534334897995,..,4.45345020294189,4.52335977554321,4.17637014389038,4.68049001693726,4.56979513168335,4.95780491828918,4.8550500869751,4.92541003227234,4.93479990959167,4.69981503486633,4.95673012733459,5.13067007064819,5.25953483581543,4.99362015724182,4.93331003189087,5.04048013687134,5.12325000762939,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..,104.04946,104.05118,103.68949,103.24368,102.95955,102.97017,103.44122,102.82208,102.73479,102.63357,102.37862,101.66682,101.87277,101.77502,102.53281,102.80748,103.33862,103.74217,104.0089,103.37915,103.09362,103.53928,103.01478,102.84495,102.43571,101.96246,101.70632,101.28097,101.93232,101.95412,101.85607,102.66918,103.28406,102.36167,101.81465,100.94352,100.66547,100.80912,101.12018,100.91177,101.18562,101.42266,101.42973,102.98183,101.94232,101.22869,101.17104,100.47945,100.61621,100.58048,..,..,..,..
Europe & Central Asia,ECS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..,0.97322,0.97269,0.97433,0.981,0.97529,0.97692,0.98338,0.97642,0.97737,0.9763,0.97781,0.97825,0.98084,0.98217,0.9821,0.98316,0.98338,0.9841,0.98278,0.98441,0.98553,0.98663,0.98788,0.98823,0.98626,0.98408,0.9824,0.98228,0.98101,0.98156,0.98212,0.98375,0.98383,0.98601,0.98707,0.98673,0.98858,0.9897,0.98976,0.99178,0.993,0.99483,0.9956,0.9982,0.99918,0.99924,0.99936,0.99651,0.99536,0.99613,..,..,..,..
Europe & Central Asia,ECS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,3700534,3883903,3840295,3751255,3553080,3498280,3406396,3296396,3272492,3567237,3537582,3666456,3316150,3293327,2968868,2754979,2482961,2569955,2520444,2322178,2440300,2568092,2638471,2791227,2520507,2473078,1823280,1684637,1792659,1575210,1440939,1317589,1306945,1476900,1515647,1456953,1185568,1311627,1152455,1099530,1118742,975119,1104627,999914,991113,1002206,1076065,1111526,..,..,..,..
Europe & Central Asia,ECS,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28915248,28139987,27214531,26495871,25616981,24966061,24707481,24179144,23121768,22634258,21963229,22070516,21101003,21126609,19992995,18902674,17784172,15531441,14813704,14342181,14034870,13714664,13082942,12991108,12527757,12220675,..,..,..,..
Europe & Central Asia,ECS,"Elderly illiterate population, 65+ years, % female",UIS.LPP.AG65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia,ECS,"Illiterate population, 25-64 years, both sexes (number)",UIS.ILLPOP.AG25T64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13094362,12578187,12011528,11440523,11156594,10653594,10548584,9985294,9129901,8719098,8256152,7926279,7796962,7417022,7466807,6398766,5644675,5167969,4864420,4640904,4508928,4376400,4207849,4078085,3908937,3781039,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.61807990074158,3.25661993026733,3.29052996635437,3.30014991760254,3.42195010185242,3.25867009162903,3.51215004920959,3.403480052948,3.81204509735108,4.16305994987488,4.28574991226196,..,4.04653000831604,3.90388011932373,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101.68032,100.56217,101.26913,101.62007,103.77841,104.39956,105.29575,105.57975,106.44267,105.14112,105.19545,106.92727,106.4056,105.46997,104.23717,103.25368,102.1493,101.39313,101.38919,101.86517,101.55342,103.7323,106.09998,104.10594,101.82488,99.22043,98.50395,98.79477,99.33942,99.08558,99.83124,100.41123,99.9329,102.48982,101.81838,100.18046,100.41262,98.66758,99.36015,99.24105,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.94781,0.94995,0.9572,0.96133,0.96407,0.96849,0.97061,0.96999,0.97105,0.97174,0.9727,0.97306,0.97536,0.97844,0.97652,0.97566,0.97267,0.97177,0.96964,0.96979,0.96859,0.97147,0.9739,0.978,0.9809,0.9813,0.98466,0.98656,0.98913,0.99208,0.99467,0.99641,0.99509,0.99788,0.99993,0.99953,0.99887,0.99632,0.99399,0.99494,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1164962,1376623,1678028,1556091,1629266,1489732,1240164,1338888,1121605,845026,715501,670897,1000924,1039834,973403,757971,854316,727673,707049,728938,609032,670300,610786,605438,565627,588631,627142,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Adult illiterate population, 15+ years, both sexes (number)",UIS.LP.AG15T99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14855321,13222571,12920089,12815904,12589976,12354389,12275989,11971499,11866516,11630776,11390266,11149263,10894279,10475669,10237507,9369519,9165254,8904603,8744419,8569295,8429135,8058791,7494391,7656946,7409929,7366625,5929585,4997839,4230635,3833454,3698093,3611439,3534681,3169748,3261567,3125938,3025294,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Elderly illiterate population, 65+ years, % female",UIS.LPP.AG65,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.67143,83.61881,83.60409,83.58196,83.41294,83.49694,83.09941,82.94512,82.51401,82.23795,81.95319,81.6635,81.05629,80.53635,78.10749,78.1515,80.47338,80.29438,80.14573,79.97548,79.81609,81.21522,80.97362,81.06576,80.74383,79.62308,80.4993,81.50754,82.14999,82.74189,83.27769,83.85785,84.7839,84.79449,85.07338,85.48255,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Illiterate population, 25-64 years, both sexes (number)",UIS.ILLPOP.AG25T64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7853037,6646393,6591280,6489140,6384991,6274882,6386022,6216247,6095639,5959767,5823757,5688633,5545284,5375020,5217163,5036776,4848441,4892502,4685435,4491675,4339721,4105961,3813389,3933576,3829237,3864109,3052381,2314883,1911418,1723215,1639627,1582556,1541989,1466369,1404102,1352358,1302651,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..,..,101.69606,100.88372,100.46294,100.16664,100.07599,100.39307,100.54922,100.59327,100.90198,100.65863,99.71921,100.43702,100.85209,102.68235,103.20706,103.89839,104.06645,104.65362,103.3866,103.25908,104.46603,104.02636,103.55827,102.67562,101.96176,101.19065,100.69407,100.74337,100.97498,100.72479,102.59232,104.60319,103.03957,101.35249,99.02949,98.29654,98.49504,98.74958,98.61493,99.37839,99.99802,99.84003,101.91633,101.20486,99.66625,99.75282,98.16853,98.5301,98.44977,..,..,..,..
